"Plot Title: LSLE"
"#","Date Time, GMT-04:00","Low Range, μS/cm (LGR S/N: 20370964, SEN S/N: 20370964)","High Range, μS/cm (LGR S/N: 20370964, SEN S/N: 20370964)","Temp, °C (LGR S/N: 20370964, SEN S/N: 20370964)","Coupler Detached (LGR S/N: 20370964)","Coupler Attached (LGR S/N: 20370964)","Stopped (LGR S/N: 20370964)","End Of File (LGR S/N: 20370964)"
27,07/10/18 12:55:20 AM,2064.9,2067.4,20.01,,,,
28,07/10/18 01:25:20 AM,2064.3,2067.4,20.00,,,,
29,07/10/18 01:55:20 AM,2064.9,2068.0,19.98,,,,
30,07/10/18 02:25:20 AM,2065.9,2069.1,19.98,,,,
31,07/10/18 02:55:20 AM,2065.9,2069.7,19.98,,,,
32,07/10/18 03:25:20 AM,2067.6,2070.3,19.97,,,,
33,07/10/18 03:55:20 AM,2066.5,2069.7,19.97,,,,
34,07/10/18 04:25:20 AM,2066.5,2069.1,19.96,,,,
35,07/10/18 04:55:20 AM,2064.3,2068.0,19.96,,,,
36,07/10/18 05:25:20 AM,2064.3,2066.8,19.97,,,,
37,07/10/18 05:55:20 AM,2062.7,2066.2,19.95,,,,
38,07/10/18 06:25:20 AM,2062.2,2065.1,19.95,,,,
39,07/10/18 06:55:20 AM,2060.6,2063.9,19.94,,,,
40,07/10/18 07:25:20 AM,2060.6,2063.3,19.94,,,,
41,07/10/18 07:55:20 AM,2060.0,2063.3,19.94,,,,
42,07/10/18 08:25:20 AM,2059.0,2061.6,19.94,,,,
43,07/10/18 08:55:20 AM,2057.9,2061.0,19.93,,,,
44,07/10/18 09:25:20 AM,2057.9,2061.0,19.94,,,,
45,07/10/18 09:55:20 AM,2057.9,2059.8,19.93,,,,
46,07/10/18 10:25:20 AM,2057.3,2059.3,19.91,,,,
47,07/10/18 10:55:20 AM,2056.3,2058.7,19.91,,,,
48,07/10/18 11:25:20 AM,2055.2,2057.5,19.91,,,,
49,07/10/18 11:55:20 AM,2054.1,2056.4,19.91,,,,
50,07/10/18 12:25:20 PM,2053.0,2055.2,19.90,,,,
51,07/10/18 12:55:20 PM,2050.9,2053.5,19.90,,,,
52,07/10/18 01:25:20 PM,2050.9,2052.3,19.89,,,,
53,07/10/18 01:55:20 PM,2049.8,2052.3,19.89,,,,
54,07/10/18 02:25:20 PM,2048.7,2051.7,19.89,,,,
55,07/10/18 02:55:20 PM,2048.7,2050.6,19.88,,,,
56,07/10/18 03:25:20 PM,2047.7,2050.0,19.87,,,,
57,07/10/18 03:55:20 PM,2047.1,2049.4,19.87,,,,
58,07/10/18 04:25:20 PM,2046.6,2048.8,19.87,,,,
59,07/10/18 04:55:20 PM,2047.1,2049.4,19.86,,,,
60,07/10/18 05:25:20 PM,2047.7,2049.4,19.85,,,,
61,07/10/18 05:55:20 PM,2048.2,2050.0,19.86,,,,
62,07/10/18 06:25:20 PM,2048.2,2050.6,19.85,,,,
63,07/10/18 06:55:20 PM,2048.7,2050.6,19.85,,,,
64,07/10/18 07:25:20 PM,2049.3,2051.1,19.85,,,,
65,07/10/18 07:55:20 PM,2049.3,2052.3,19.85,,,,
66,07/10/18 08:25:20 PM,2048.7,2052.3,19.85,,,,
67,07/10/18 08:55:20 PM,2049.8,2052.3,19.83,,,,
68,07/10/18 09:25:20 PM,2049.8,2052.3,19.83,,,,
69,07/10/18 09:55:20 PM,2050.4,2052.3,19.83,,,,
70,07/10/18 10:25:20 PM,2049.8,2052.3,19.83,,,,
71,07/10/18 10:55:20 PM,2049.8,2051.7,19.83,,,,
72,07/10/18 11:25:20 PM,2049.8,2051.7,19.83,,,,
73,07/10/18 11:55:20 PM,2049.3,2051.7,19.83,,,,
74,07/11/18 12:25:20 AM,2049.3,2051.7,19.83,,,,
75,07/11/18 12:55:20 AM,2048.7,2051.7,19.83,,,,
76,07/11/18 01:25:20 AM,2050.4,2051.7,19.83,,,,
77,07/11/18 01:55:20 AM,2050.4,2052.9,19.83,,,,
78,07/11/18 02:25:20 AM,2050.4,2053.5,19.85,,,,
79,07/11/18 02:55:20 AM,2051.4,2054.0,19.85,,,,
80,07/11/18 03:25:20 AM,2054.1,2056.9,19.85,,,,
81,07/11/18 03:55:20 AM,2057.3,2059.8,19.85,,,,
82,07/11/18 04:25:20 AM,2060.0,2062.8,19.86,,,,
83,07/11/18 04:55:20 AM,2061.6,2064.5,19.85,,,,
84,07/11/18 05:25:20 AM,2063.3,2065.7,19.86,,,,
85,07/11/18 05:55:20 AM,2064.9,2067.4,19.87,,,,
86,07/11/18 06:25:20 AM,2065.4,2069.1,19.87,,,,
87,07/11/18 06:55:20 AM,2068.1,2070.9,19.88,,,,
88,07/11/18 07:25:20 AM,2069.2,2072.0,19.88,,,,
89,07/11/18 07:55:20 AM,2070.8,2073.2,19.89,,,,
90,07/11/18 08:25:20 AM,2071.3,2074.4,19.89,,,,
91,07/11/18 08:55:20 AM,2072.9,2075.5,19.89,,,,
92,07/11/18 09:25:20 AM,2074.0,2077.3,19.90,,,,
93,07/11/18 09:55:20 AM,2074.6,2077.3,19.90,,,,
94,07/11/18 10:25:20 AM,2074.6,2078.4,19.91,,,,
95,07/11/18 10:55:20 AM,2074.6,2077.9,19.91,,,,
96,07/11/18 11:25:20 AM,2075.1,2078.4,19.91,,,,
97,07/11/18 11:55:20 AM,2074.6,2078.4,19.91,,,,
98,07/11/18 12:25:20 PM,2074.6,2077.3,19.93,,,,
99,07/11/18 12:55:20 PM,2073.5,2076.1,19.93,,,,
100,07/11/18 01:25:20 PM,2072.9,2075.5,19.93,,,,
101,07/11/18 01:55:20 PM,2072.4,2075.0,19.94,,,,
102,07/11/18 02:25:20 PM,2072.4,2075.0,19.94,,,,
103,07/11/18 02:55:20 PM,2071.9,2074.4,19.94,,,,
104,07/11/18 03:25:20 PM,2071.9,2075.0,19.95,,,,
105,07/11/18 03:55:20 PM,2071.9,2074.4,19.95,,,,
106,07/11/18 04:25:20 PM,2071.9,2074.4,19.96,,,,
107,07/11/18 04:55:20 PM,2071.9,2075.0,19.96,,,,
108,07/11/18 05:25:20 PM,2071.9,2074.4,19.97,,,,
109,07/11/18 05:55:20 PM,2071.9,2075.0,19.97,,,,
110,07/11/18 06:25:20 PM,2072.4,2074.4,19.97,,,,
111,07/11/18 06:55:20 PM,2072.9,2075.5,19.98,,,,
112,07/11/18 07:25:20 PM,2073.5,2076.1,19.98,,,,
113,07/11/18 07:55:20 PM,2074.0,2076.7,20.00,,,,
114,07/11/18 08:25:20 PM,2074.0,2078.4,20.00,,,,
115,07/11/18 08:55:20 PM,2075.1,2078.4,20.01,,,,
116,07/11/18 09:25:20 PM,2076.2,2079.6,20.01,,,,
117,07/11/18 09:55:20 PM,2076.7,2080.2,20.01,,,,
118,07/11/18 10:25:20 PM,2078.3,2082.5,20.01,,,,
119,07/11/18 10:55:20 PM,2079.4,2083.1,20.02,,,,
120,07/11/18 11:25:20 PM,2079.9,2083.1,20.02,,,,
121,07/11/18 11:55:20 PM,2079.9,2083.7,20.03,,,,
122,07/12/18 12:25:20 AM,2080.5,2084.3,20.03,,,,
123,07/12/18 12:55:20 AM,2081.6,2084.3,20.04,,,,
124,07/12/18 01:25:20 AM,2082.1,2086.0,20.04,,,,
125,07/12/18 01:55:20 AM,2083.2,2087.7,20.05,,,,
126,07/12/18 02:25:20 AM,2084.2,2088.3,20.05,,,,
127,07/12/18 02:55:20 AM,2084.2,2088.9,20.05,,,,
128,07/12/18 03:25:20 AM,2086.4,2089.5,20.06,,,,
129,07/12/18 03:55:20 AM,2086.9,2091.2,20.06,,,,
130,07/12/18 04:25:20 AM,2086.9,2091.8,20.08,,,,
131,07/12/18 04:55:20 AM,2092.3,2097.1,20.08,,,,
132,07/12/18 05:25:20 AM,2094.5,2099.4,20.09,,,,
133,07/12/18 05:55:20 AM,2096.6,2101.1,20.10,,,,
134,07/12/18 06:25:20 AM,2098.3,2103.5,20.10,,,,
135,07/12/18 06:55:20 AM,2099.3,2104.6,20.11,,,,
136,07/12/18 07:25:20 AM,2100.4,2105.2,20.11,,,,
137,07/12/18 07:55:20 AM,2101.5,2106.4,20.11,,,,
138,07/12/18 08:25:20 AM,2102.0,2106.9,20.12,,,,
139,07/12/18 08:55:20 AM,2102.0,2107.5,20.12,,,,
140,07/12/18 09:25:20 AM,2101.5,2106.4,20.12,,,,
141,07/12/18 09:55:20 AM,2101.0,2105.8,20.13,,,,
142,07/12/18 10:25:20 AM,2101.0,2105.8,20.13,,,,
143,07/12/18 10:55:20 AM,2101.0,2105.2,20.13,,,,
144,07/12/18 11:25:20 AM,2099.9,2103.5,20.13,,,,
145,07/12/18 11:55:20 AM,2098.8,2102.9,20.13,,,,
146,07/12/18 12:25:20 PM,2096.6,2101.7,20.15,,,,
147,07/12/18 12:55:20 PM,2095.6,2100.0,20.15,,,,
148,07/12/18 01:25:20 PM,2093.9,2098.2,20.15,,,,
149,07/12/18 01:55:20 PM,2091.8,2097.1,20.15,,,,
150,07/12/18 02:25:20 PM,2091.2,2095.9,20.15,,,,
151,07/12/18 02:55:20 PM,2090.2,2094.1,20.16,,,,
152,07/12/18 03:25:20 PM,2088.6,2093.0,20.16,,,,
153,07/12/18 03:55:20 PM,2088.0,2092.4,20.15,,,,
154,07/12/18 04:25:20 PM,2088.6,2093.0,20.16,,,,
155,07/12/18 04:55:20 PM,2088.6,2092.4,20.16,,,,
156,07/12/18 05:25:20 PM,2088.6,2092.4,20.16,,,,
157,07/12/18 05:55:20 PM,2088.0,2092.4,20.16,,,,
158,07/12/18 06:25:20 PM,2087.5,2091.8,20.17,,,,
159,07/12/18 06:55:20 PM,2086.4,2090.7,20.17,,,,
160,07/12/18 07:25:20 PM,2085.9,2089.5,20.17,,,,
161,07/12/18 07:55:20 PM,2084.2,2088.3,20.17,,,,
162,07/12/18 08:25:20 PM,2083.7,2087.2,20.18,,,,
163,07/12/18 08:55:20 PM,2082.6,2086.0,20.18,,,,
164,07/12/18 09:25:20 PM,2081.0,2085.4,20.18,,,,
165,07/12/18 09:55:20 PM,2079.4,2083.7,20.19,,,,
166,07/12/18 10:25:20 PM,2078.3,2081.9,20.19,,,,
167,07/12/18 10:55:20 PM,2077.8,2081.3,20.20,,,,
168,07/12/18 11:25:20 PM,2077.2,2080.8,20.20,,,,
169,07/12/18 11:55:20 PM,2076.7,2080.2,20.22,,,,
170,07/13/18 12:25:20 AM,2075.6,2079.6,20.22,,,,
171,07/13/18 12:55:20 AM,2075.6,2079.0,20.23,,,,
172,07/13/18 01:25:20 AM,2075.6,2079.0,20.23,,,,
173,07/13/18 01:55:20 AM,2075.1,2079.0,20.23,,,,
174,07/13/18 02:25:20 AM,2074.6,2078.4,20.24,,,,
175,07/13/18 02:55:20 AM,2076.2,2079.6,20.24,,,,
176,07/13/18 03:25:20 AM,2078.3,2083.1,20.25,,,,
177,07/13/18 03:55:20 AM,2081.6,2086.0,20.25,,,,
178,07/13/18 04:25:20 AM,2086.9,2091.2,20.25,,,,
179,07/13/18 04:55:20 AM,2090.7,2095.3,20.26,,,,
180,07/13/18 05:25:20 AM,2095.6,2100.0,20.26,,,,
181,07/13/18 05:55:20 AM,2099.3,2104.0,20.26,,,,
182,07/13/18 06:25:20 AM,2102.6,2107.5,20.26,,,,
183,07/13/18 06:55:20 AM,2104.7,2109.9,20.26,,,,
184,07/13/18 07:25:20 AM,2106.9,2112.2,20.27,,,,
185,07/13/18 07:55:20 AM,2108.0,2113.4,20.27,,,,
186,07/13/18 08:25:20 AM,2109.0,2113.4,20.28,,,,
187,07/13/18 08:55:20 AM,2108.0,2113.4,20.28,,,,
188,07/13/18 09:25:20 AM,2106.9,2111.6,20.28,,,,
189,07/13/18 09:55:20 AM,2106.9,2111.6,20.30,,,,
190,07/13/18 10:25:20 AM,2105.8,2111.0,20.30,,,,
191,07/13/18 10:55:20 AM,2104.7,2109.9,20.30,,,,
192,07/13/18 11:25:20 AM,2104.2,2109.3,20.30,,,,
193,07/13/18 11:55:20 AM,2103.1,2107.5,20.31,,,,
194,07/13/18 12:25:20 PM,2102.6,2107.5,20.31,,,,
195,07/13/18 12:55:20 PM,2101.5,2106.4,20.31,,,,
196,07/13/18 01:25:20 PM,2099.9,2105.2,20.32,,,,
197,07/13/18 01:55:20 PM,2099.9,2104.0,20.32,,,,
198,07/13/18 02:25:20 PM,2098.8,2103.5,20.32,,,,
199,07/13/18 02:55:20 PM,2097.2,2102.9,20.32,,,,
200,07/13/18 03:25:20 PM,2096.1,2101.1,20.32,,,,
201,07/13/18 03:55:20 PM,2095.0,2099.4,20.33,,,,
202,07/13/18 04:25:20 PM,2093.9,2098.8,20.33,,,,
203,07/13/18 04:55:20 PM,2092.9,2097.6,20.33,,,,
204,07/13/18 05:25:20 PM,2091.8,2097.1,20.33,,,,
205,07/13/18 05:55:20 PM,2091.8,2096.5,20.33,,,,
206,07/13/18 06:25:20 PM,2089.6,2094.7,20.33,,,,
207,07/13/18 06:55:20 PM,2089.6,2094.1,20.34,,,,
208,07/13/18 07:25:20 PM,2088.6,2093.0,20.34,,,,
209,07/13/18 07:55:20 PM,2087.5,2091.8,20.35,,,,
210,07/13/18 08:25:20 PM,2086.4,2091.2,20.35,,,,
211,07/13/18 08:55:20 PM,2085.3,2089.5,20.35,,,,
212,07/13/18 09:25:20 PM,2084.2,2088.9,20.35,,,,
213,07/13/18 09:55:20 PM,2083.7,2087.7,20.37,,,,
214,07/13/18 10:25:20 PM,2083.2,2087.2,20.37,,,,
215,07/13/18 10:55:20 PM,2082.1,2086.6,20.35,,,,
216,07/13/18 11:25:20 PM,2081.0,2085.4,20.37,,,,
217,07/13/18 11:55:20 PM,2080.5,2084.8,20.38,,,,
218,07/14/18 12:25:20 AM,2080.5,2084.8,20.38,,,,
219,07/14/18 12:55:20 AM,2079.9,2083.7,20.38,,,,
220,07/14/18 01:25:20 AM,2078.9,2083.1,20.39,,,,
221,07/14/18 01:55:20 AM,2078.3,2083.1,20.38,,,,
222,07/14/18 02:25:20 AM,2078.3,2082.5,20.38,,,,
223,07/14/18 02:55:20 AM,2077.8,2081.9,20.39,,,,
224,07/14/18 03:25:20 AM,2077.8,2081.3,20.39,,,,
225,07/14/18 03:55:20 AM,2077.8,2082.5,20.39,,,,
226,07/14/18 04:25:20 AM,2078.9,2083.1,20.39,,,,
227,07/14/18 04:55:20 AM,2085.3,2090.1,20.39,,,,
228,07/14/18 05:25:20 AM,2091.8,2096.5,20.39,,,,
229,07/14/18 05:55:20 AM,2096.1,2100.5,20.39,,,,
230,07/14/18 06:25:20 AM,2101.0,2104.6,20.39,,,,
231,07/14/18 06:55:20 AM,2102.6,2108.7,20.38,,,,
232,07/14/18 07:25:20 AM,2105.3,2111.0,20.39,,,,
233,07/14/18 07:55:20 AM,2107.4,2112.8,20.39,,,,
234,07/14/18 08:25:20 AM,2108.5,2113.9,20.38,,,,
235,07/14/18 08:55:20 AM,2108.5,2114.5,20.39,,,,
236,07/14/18 09:25:20 AM,2108.5,2113.9,20.39,,,,
237,07/14/18 09:55:20 AM,2109.0,2114.5,20.39,,,,
238,07/14/18 10:25:20 AM,2108.5,2113.9,20.39,,,,
239,07/14/18 10:55:20 AM,2108.5,2113.9,20.39,,,,
240,07/14/18 11:25:20 AM,2107.4,2112.8,20.39,,,,
241,07/14/18 11:55:20 AM,2106.9,2112.2,20.39,,,,
242,07/14/18 12:25:20 PM,2105.3,2110.4,20.39,,,,
243,07/14/18 12:55:20 PM,2103.6,2108.7,20.39,,,,
244,07/14/18 01:25:20 PM,2103.1,2108.7,20.39,,,,
245,07/14/18 01:55:20 PM,2102.6,2107.5,20.39,,,,
246,07/14/18 02:25:20 PM,2101.5,2105.8,20.38,,,,
247,07/14/18 02:55:20 PM,2100.4,2105.8,20.38,,,,
248,07/14/18 03:25:20 PM,2099.9,2104.6,20.37,,,,
249,07/14/18 03:55:20 PM,2098.3,2104.0,20.37,,,,
250,07/14/18 04:25:20 PM,2097.7,2102.9,20.35,,,,
251,07/14/18 04:55:20 PM,2096.6,2102.9,20.35,,,,
252,07/14/18 05:25:20 PM,2097.2,2102.3,20.35,,,,
253,07/14/18 05:55:20 PM,2096.6,2102.3,20.34,,,,
254,07/14/18 06:25:20 PM,2097.2,2102.9,20.35,,,,
255,07/14/18 06:55:20 PM,2097.2,2102.9,20.34,,,,
256,07/14/18 07:25:20 PM,2097.7,2102.9,20.34,,,,
257,07/14/18 07:55:20 PM,2097.2,2102.9,20.33,,,,
258,07/14/18 08:25:20 PM,2097.7,2102.9,20.33,,,,
259,07/14/18 08:55:20 PM,2097.2,2101.7,20.33,,,,
260,07/14/18 09:25:20 PM,2097.2,2102.3,20.33,,,,
261,07/14/18 09:55:20 PM,2096.6,2101.7,20.33,,,,
262,07/14/18 10:25:20 PM,2096.1,2101.1,20.32,,,,
263,07/14/18 10:55:20 PM,2096.1,2101.1,20.32,,,,
264,07/14/18 11:25:20 PM,2096.1,2100.5,20.32,,,,
265,07/14/18 11:55:20 PM,2095.6,2100.5,20.32,,,,
266,07/15/18 12:25:20 AM,2095.0,2100.5,20.32,,,,
267,07/15/18 12:55:20 AM,2095.0,2100.5,20.32,,,,
268,07/15/18 01:25:20 AM,2096.1,2100.0,20.32,,,,
269,07/15/18 01:55:20 AM,2095.6,2100.5,20.32,,,,
270,07/15/18 02:25:20 AM,2095.0,2100.5,20.32,,,,
271,07/15/18 02:55:20 AM,2095.6,2100.5,20.32,,,,
272,07/15/18 03:25:20 AM,2095.0,2100.5,20.32,,,,
273,07/15/18 03:55:20 AM,2095.6,2100.5,20.32,,,,
274,07/15/18 04:25:20 AM,2095.6,2100.5,20.32,,,,
275,07/15/18 04:55:20 AM,2095.0,2100.5,20.32,,,,
276,07/15/18 05:25:20 AM,2095.6,2101.7,20.32,,,,
277,07/15/18 05:55:20 AM,2102.0,2108.1,20.32,,,,
278,07/15/18 06:25:20 AM,2110.1,2115.7,20.32,,,,
279,07/15/18 06:55:20 AM,2118.8,2124.4,20.32,,,,
280,07/15/18 07:25:20 AM,2132.3,2138.4,20.32,,,,
281,07/15/18 07:55:20 AM,2145.2,2151.8,20.31,,,,
282,07/15/18 08:25:20 AM,2157.7,2166.4,20.31,,,,
283,07/15/18 08:55:20 AM,2172.3,2180.4,20.32,,,,
284,07/15/18 09:25:20 AM,2202.7,2210.8,20.32,,,,
285,07/15/18 09:55:20 AM,2248.9,2259.4,20.32,,,,
286,07/15/18 10:25:20 AM,2258.1,2270.0,20.32,,,,
287,07/15/18 10:55:20 AM,2257.6,2268.2,20.32,,,,
288,07/15/18 11:25:20 AM,2255.4,2266.5,20.32,,,,
289,07/15/18 11:55:20 AM,2254.3,2265.9,20.33,,,,
290,07/15/18 12:25:20 PM,2254.3,2265.3,20.32,,,,
291,07/15/18 12:55:20 PM,2253.8,2264.7,20.33,,,,
292,07/15/18 01:25:20 PM,2252.1,2264.1,20.33,,,,
293,07/15/18 01:55:20 PM,2251.0,2262.4,20.33,,,,
294,07/15/18 02:25:20 PM,2248.9,2260.0,20.33,,,,
295,07/15/18 02:55:20 PM,2246.7,2256.5,20.32,,,,
296,07/15/18 03:25:20 PM,2242.9,2253.6,20.32,,,,
297,07/15/18 03:55:20 PM,2240.7,2251.2,20.32,,,,
298,07/15/18 04:25:20 PM,2238.5,2249.5,20.32,,,,
299,07/15/18 04:55:20 PM,2237.4,2247.7,20.32,,,,
300,07/15/18 05:25:20 PM,2235.8,2246.0,20.32,,,,
301,07/15/18 05:55:20 PM,2234.7,2244.8,20.32,,,,
302,07/15/18 06:25:20 PM,2233.6,2243.0,20.32,,,,
303,07/15/18 06:55:20 PM,2232.5,2242.4,20.32,,,,
304,07/15/18 07:25:20 PM,2231.4,2241.3,20.32,,,,
305,07/15/18 07:55:20 PM,2230.4,2240.1,20.32,,,,
306,07/15/18 08:25:20 PM,2229.3,2238.9,20.32,,,,
307,07/15/18 08:55:20 PM,2229.3,2238.3,20.32,,,,
308,07/15/18 09:25:20 PM,2228.7,2237.8,20.32,,,,
309,07/15/18 09:55:20 PM,2227.1,2237.8,20.32,,,,
310,07/15/18 10:25:20 PM,2227.1,2236.6,20.32,,,,
311,07/15/18 10:55:20 PM,2227.1,2236.6,20.33,,,,
312,07/15/18 11:25:20 PM,2227.1,2236.6,20.32,,,,
313,07/15/18 11:55:20 PM,2226.0,2236.0,20.32,,,,
314,07/16/18 12:25:20 AM,2226.0,2235.4,20.32,,,,
315,07/16/18 12:55:20 AM,2224.9,2234.8,20.33,,,,
316,07/16/18 01:25:20 AM,2224.9,2234.2,20.32,,,,
317,07/16/18 01:55:20 AM,2224.9,2233.7,20.33,,,,
318,07/16/18 02:25:20 AM,2224.9,2233.7,20.33,,,,
319,07/16/18 02:55:20 AM,2223.8,2233.7,20.33,,,,
320,07/16/18 03:25:20 AM,2223.8,2233.1,20.33,,,,
321,07/16/18 03:55:20 AM,2223.8,2233.1,20.33,,,,
322,07/16/18 04:25:20 AM,2223.8,2232.5,20.33,,,,
323,07/16/18 04:55:20 AM,2222.7,2232.5,20.34,,,,
324,07/16/18 05:25:20 AM,2223.8,2232.5,20.34,,,,
325,07/16/18 05:55:20 AM,2222.7,2232.5,20.34,,,,
326,07/16/18 06:25:20 AM,2224.4,2233.7,20.34,,,,
327,07/16/18 06:55:20 AM,2238.0,2248.9,20.33,,,,
328,07/16/18 07:25:20 AM,2250.5,2260.6,20.34,,,,
329,07/16/18 07:55:20 AM,2265.7,2277.6,20.34,,,,
330,07/16/18 08:25:20 AM,2289.7,2302.9,20.34,,,,
331,07/16/18 08:55:20 AM,2323.6,2338.1,20.35,,,,
332,07/16/18 09:25:20 AM,2351.0,2366.4,20.35,,,,
333,07/16/18 09:55:20 AM,2371.8,2387.0,20.37,,,,
334,07/16/18 10:25:20 AM,2392.1,2408.2,20.37,,,,
335,07/16/18 10:55:20 AM,2393.2,2409.4,20.37,,,,
336,07/16/18 11:25:20 AM,2394.9,2411.2,20.37,,,,
337,07/16/18 11:55:20 AM,2391.0,2406.4,20.38,,,,
338,07/16/18 12:25:20 PM,2385.0,2400.6,20.38,,,,
339,07/16/18 12:55:20 PM,2378.4,2394.1,20.38,,,,
340,07/16/18 01:11:33 PM,,,,,Logged,,
341,07/16/18 01:11:39 PM,,,,,,Logged,Logged
